ID,Name,DOB,Gender,Occupation,Arrest_Count
1933,Sathvik Gaba,1970-05-15,Male,Painter,0
1934,Xavier Shankar,1969-05-08,Male,Electrician,0
1935,Hitesh Shah,1992-10-04,Male,Labourer,1
1936,Farhan Pingle,1968-08-17,Male,Farmer,11
1937,Christopher Dara,1985-09-12,Male,Unknown,0
1938,Anusha Virk,1970-12-24,Female,Shopkeeper,1
1939,Quincy Mody,1986-01-11,Male,Security Guard,1
1940,Manan Sunder,1962-06-14,Male,Shopkeeper,0
1941,Ekavir Sama,1963-11-10,Male,Unknown,1
1942,Lucky Kale,1973-01-02,Male,Tailor,0
1943,Aarav Das,1997-10-22,Male,Private Employee,0
1944,Bahadurjit Basu,1988-12-17,Male,Shopkeeper,10
1945,Nilima Sethi,1983-07-15,Female,Tailor,1
1946,Wazir Deo,1969-12-21,Male,Mechanic,0
1947,Umang Sen,1970-09-07,Male,Private Employee,1
1948,Chaitanya Rout,1986-11-24,Male,Electrician,1
1949,Siya Nori,1997-05-12,Female,Unknown,1
1950,Timothy Mall,2004-07-02,Male,Student,2
1951,Fitan Bakshi,1999-06-22,Male,Labourer,0
1952,David Chada,1973-08-22,Male,Mechanic,1
1953,Yutika Gulati,1992-12-04,Female,Mason,0
1954,Dipta Wali,1972-10-11,Female,Labourer,0
1955,Laksh Jha,1977-03-28,Male,Tailor,6
1956,Brijesh Walla,2001-11-04,Male,Unknown,1
1957,Sai Bath,1993-12-28,Male,Labourer,1
1958,Onkar Sarkar,1972-10-30,Male,Daily Wage Worker,1
1959,Amaira Wable,1982-02-22,Female,Auto Driver,0
1960,Kabir Chand,1968-05-07,Male,Daily Wage Worker,0
1961,Hamsini Mangal,1970-05-07,Female,Shopkeeper,0
1962,Joshua Chakraborty,1971-01-16,Male,Mechanic,0
1963,Samar Gara,1964-07-22,Male,Vendor,1
1964,Hemangini Bala,1964-07-12,Female,Driver,4
1965,Robert Chaudhary,1982-04-29,Male,Mechanic,1
1966,Samuel Naik,1978-02-05,Male,Painter,0
1967,Dipta Ben,1974-05-01,Female,Unknown,1
1968,Jagat Tailor,1995-02-27,Male,Private Employee,1
1969,Deepa Luthra,1964-09-03,Female,Cook,1
1970,Vincent Ray,1964-12-31,Male,Driver,0
1971,Akshay Reddy,2003-08-29,Male,Mason,1
1972,Aditya Luthra,1998-04-02,Male,Electrician,1
1973,Jatin Dass,1981-04-11,Male,Security Guard,1
1974,Udant Chacko,2003-10-24,Male,Unknown,0
1975,Ekavir Prakash,1997-04-28,Male,Mechanic,0
1976,Jason Yogi,1989-05-20,Male,Business,1
1977,Ansh Agarwal,1992-03-01,Male,Vendor,0
1978,Fiyaz Acharya,1964-08-22,Male,Driver,1
1979,Laban Krishna,2006-10-27,Male,Unemployed,1
1980,Parth Kala,2000-05-14,Male,Electrician,1
1981,Aradhana Edwin,1996-11-21,Female,Private Employee,0
1982,Mason Chakraborty,1987-06-13,Male,Auto Driver,0
1983,Ekaraj Mammen,1989-12-10,Male,Driver,0
1984,Zayyan Nadkarni,2006-12-18,Male,Auto Driver,3
1985,Kalpit Sethi,1979-02-15,Male,Tailor,0
1986,Naveen Om,1974-11-18,Male,Daily Wage Worker,1
1987,Nitesh Babu,2007-08-17,Male,Shopkeeper,1
1988,Aarav Soni,1960-11-02,Male,Business,1
1989,Gabriel Sachdev,1998-05-15,Male,Mason,0
1990,Ronith Yohannan,1966-01-25,Male,Cook,0
1991,Amruta Saxena,2006-04-17,Female,Auto Driver,0
1992,Patrick Puri,2001-06-19,Male,Cook,1
1993,Rishi Goel,2007-12-24,Male,Electrician,0
1994,David Shere,1985-10-04,Male,Mechanic,1
1995,Tristan Andra,1975-08-15,Male,Electrician,0
1996,Logan Parmar,1973-07-31,Male,Unknown,1
1997,Nidra Kant,1976-06-27,Female,Labourer,1
1998,Pratyush Bansal,1979-08-27,Male,Painter,1
1999,Henry Amble,1973-11-21,Male,Tailor,0
2000,Christopher Mall,1999-04-11,Male,Unemployed,0
2001,Harinakshi Hari,2005-06-13,Female,Private Employee,1
2002,Dhruv Dave,1964-12-21,Other,Mechanic,0
2003,Kai Kari,1996-02-22,Male,Mechanic,1
2004,Gopal Bajaj,2007-09-15,Male,Electrician,1
2005,Utkarsh Agate,1989-08-11,Male,Farmer,0
2006,Neel Sankaran,1988-03-26,Male,Security Guard,5
2007,Darsh Vasa,1992-04-19,Male,Mason,0
2008,Pratyush Varughese,1963-07-04,Male,Cook,2
2009,Arjun Mall,1989-02-17,Male,Labourer,1
2010,Nakul Ahluwalia,1987-03-19,Male,Farmer,8
2011,Oliver Bumb,1999-06-17,Male,Driver,0
2012,Isaiah Sampath,1965-08-12,Male,Mechanic,1
2013,Guneet Gala,1982-12-13,Male,Unknown,0
2014,Azad Chatterjee,1962-06-11,Male,Electrician,0
2015,Rachana Bajwa,2000-11-13,Other,Electrician,8
2016,Jeremiah Kota,1967-11-20,Male,Auto Driver,1
2017,Jagdish Oak,1964-04-01,Male,Unknown,3
2018,Jagat Bora,2001-05-17,Male,Electrician,1
2019,Champak Sekhon,1999-12-11,Male,Student,0
2020,Chaman Bhat,1962-10-25,Female,Painter,0
2021,Naksh Bhattacharyya,1969-03-23,Male,Farmer,0
2022,Timothy Bhakta,1981-01-23,Male,Student,1
2023,Bachittar Chaudry,2006-08-27,Male,Driver,0
2024,Ati Menon,1986-07-04,Female,Painter,0
2025,Gopal Roy,1976-05-30,Other,Driver,1
2026,Utkarsh Rajagopalan,1992-02-19,Male,Student,0
2027,Chandresh Nori,2004-11-03,Male,Driver,1
2028,Utkarsh Varughese,1982-11-18,Male,Mason,1
2029,Chatura Chauhan,1961-05-20,Male,Daily Wage Worker,4
2030,Gunbir Date,2003-12-02,Male,Electrician,0
2031,Peter Sama,1993-04-22,Male,Auto Driver,1
2032,Girik Kibe,1969-11-30,Male,Daily Wage Worker,0
2033,Bhanumati Datta,1981-10-03,Female,Farmer,0
2034,Praneel Mukhopadhyay,2000-04-07,Male,Mason,0
2035,Ethan Singh,1981-07-21,Male,Shopkeeper,0
2036,Madhav Pillay,1961-02-04,Male,Unemployed,0
2037,Ayush Khanna,1995-01-21,Male,Unemployed,0
2038,Siddharth Padmanabhan,1973-11-04,Male,Business,0
2039,Harrison Biswas,1983-10-16,Male,Mason,0
2040,Wazir Sibal,2001-05-12,Male,Auto Driver,0
2041,Oliver Mistry,1989-01-14,Male,Labourer,0
2042,Finn Cheema,1991-06-18,Male,Driver,0
2043,Yug Kanda,1960-10-18,Male,Student,0
2044,Ishwar Shukla,2003-01-02,Male,Farmer,1
2045,Jagdish Srivastava,1983-02-08,Male,Mechanic,1
2046,Ishanvi Ratta,1973-01-31,Female,Farmer,0
2047,Pratyush Anne,1965-07-25,Male,Student,12
2048,Alexander Contractor,1970-03-28,Male,Mason,0
2049,Thomas Hayer,2003-07-05,Male,Daily Wage Worker,1
2050,Anthony Balan,1974-02-05,Male,Mechanic,1
2051,Bhanumati Ghosh,1975-06-12,Other,Farmer,0
2052,Gagan Nori,1998-04-13,Male,Farmer,1
2053,Gaurav Hayre,1962-01-04,Male,Shopkeeper,1
2054,Lekha Chaudhuri,1961-12-22,Female,Security Guard,2
2055,Ranveer Choudhry,1983-07-29,Male,Unknown,0
2056,Michael Shan,1976-11-20,Male,Labourer,0
2057,Quincy Garg,1996-05-27,Male,Painter,0
2058,Bachittar Dani,1970-05-17,Male,Vendor,0
2059,Girish Handa,1996-10-14,Male,Mechanic,0
2060,Ridhi Nadkarni,2001-05-06,Female,Electrician,1
2061,Jason Batra,2002-06-20,Male,Private Employee,0
2062,Manan Dixit,1982-11-05,Male,Painter,1
2063,Avi Mammen,1969-02-25,Male,Auto Driver,1
2064,Henry Bumb,1992-07-29,Male,Mechanic,0
2065,Geetika Trivedi,1986-12-16,Female,Auto Driver,1
2066,Zaid Venkataraman,1992-02-21,Male,Student,0
2067,Naveen Prakash,1996-04-21,Male,Security Guard,5
2068,Yug Som,1978-10-22,Male,Shopkeeper,0
2069,Andrew Johal,1975-06-27,Male,Unknown,0
2070,Upkaar Keer,1987-06-28,Male,Driver,1
2071,Michael Sandal,1986-03-17,Male,Mechanic,0
2072,Rachit Kumar,1998-01-05,Male,Business,1
2073,Ekani Chad,1980-08-16,Female,Mechanic,1
2074,Patrick Karpe,2000-04-14,Male,Vendor,0
2075,Viraj Vala,2002-10-25,Male,Painter,1
2076,Tanay Seshadri,1992-05-13,Male,Security Guard,8
2077,Samarth Pillai,1994-05-28,Male,Driver,1
2078,Laban Raja,1962-03-25,Male,Shopkeeper,0
2079,Timothy Kaur,1978-08-16,Male,Electrician,1
2080,Praneel Butala,1980-08-03,Male,Security Guard,4
2081,Lakshit Kari,1967-03-30,Male,Mechanic,0
2082,Balendra Parsa,1963-02-25,Male,Cook,1
2083,Ojas Hegde,2006-06-27,Male,Painter,1
2084,Jeremiah Mittal,2007-01-23,Male,Business,0
2085,Girish Devi,1997-07-04,Male,Unemployed,0
2086,Aayush Mistry,1979-09-23,Male,Unknown,1
2087,Tamanna Ravi,2000-01-05,Female,Vendor,1
2088,Warinder Vala,1970-09-15,Male,Vendor,1
2089,Jhalak Karan,1974-10-30,Female,Auto Driver,0
2090,Kamala Varty,2000-06-29,Female,Vendor,0
2091,Vihaan Oak,1966-05-23,Male,Shopkeeper,1
2092,Ijaya Sanghvi,2008-01-16,Female,Shopkeeper,0
2093,Henry Sarna,1991-03-03,Male,Driver,1
2094,Rachit Dewan,1999-11-06,Male,Unknown,0
2095,Michael Andra,1994-07-23,Male,Mechanic,0
2096,Pallavi Kar,1989-01-25,Female,Daily Wage Worker,1
2097,Saksham Yogi,1980-12-08,Male,Painter,0
2098,Advay Balay,1970-01-06,Male,Unknown,1
2099,Oni Raman,1986-06-30,Female,Daily Wage Worker,1
2100,Rohan Bhatt,1996-12-01,Male,Labourer,1
2101,Girindra Soman,1967-12-10,Male,Driver,1
2102,Upkaar Modi,1966-11-22,Male,Business,0
2103,Charles Goel,1962-09-23,Male,Student,0
2104,Agastya Grover,1974-02-02,Male,Cook,1
2105,Reyansh Mander,1974-07-23,Male,Mechanic,0
2106,Madhav Viswanathan,1965-04-23,Male,Mechanic,1
2107,Ayush Pillay,1995-11-01,Male,Farmer,0
2108,Frederick Narain,1988-07-04,Male,Driver,1
2109,Farhan Choudhry,1969-05-02,Male,Labourer,1
2110,William Biswas,1987-01-07,Male,Farmer,6
2111,Dhruv Jha,1981-08-17,Male,Labourer,0
2112,Wazir Dutt,2001-08-18,Male,Cook,1
2113,Harrison Thakkar,2007-02-24,Male,Daily Wage Worker,1
2114,Lakshit Jaggi,1961-01-20,Male,Painter,1
2115,Sanaya Bhatt,1987-09-19,Other,Auto Driver,1
2116,Nitesh Swaminathan,1991-11-12,Male,Unemployed,1
2117,Anusha Chand,1980-02-21,Female,Labourer,1
2118,Oscar Mishra,1987-02-28,Male,Shopkeeper,3
2119,Triya Krish,1972-10-07,Female,Daily Wage Worker,0
2120,Veer Rajagopalan,2005-05-25,Male,Security Guard,0
2121,Champak Ramaswamy,2008-02-02,Male,Private Employee,7
2122,Kashvi Dugar,1979-03-06,Female,Private Employee,0
2123,Bahadurjit Kalla,1994-02-16,Male,Mason,0
2124,Darsh Pillay,1965-10-03,Male,Security Guard,0
2125,Zayyan Nanda,1988-06-14,Male,Business,0
2126,Gayathri Krishnan,1974-08-29,Female,Unknown,0
2127,Vihaan Bala,1965-07-12,Male,Driver,1
2128,Rayaan Oza,1987-09-21,Male,Electrician,1
2129,Rushil Barad,1961-04-11,Male,Auto Driver,0
2130,Dakshesh Deshpande,1982-10-22,Male,Driver,2
2131,Xavier Shenoy,1965-03-11,Male,Private Employee,1
2132,Jairaj Sarma,1970-02-03,Male,Daily Wage Worker,0
2133,Liam Edwin,1972-02-27,Male,Tailor,1
2134,Chandresh Goel,1980-07-25,Male,Private Employee,0
2135,Rohan Ganguly,1965-10-29,Male,Mason,1
2136,Laban Dube,1990-07-14,Male,Tailor,1
2137,Hemal Kalita,1962-11-22,Female,Auto Driver,1
2138,Timothy Batta,2003-09-29,Male,Driver,0
2139,Robert Morar,1990-10-05,Male,Farmer,0
2140,Aahana Bava,1986-03-25,Female,Mason,0
2141,Jeet Prasad,1976-10-11,Male,Unknown,1
2142,Chandani Babu,1989-03-29,Female,Private Employee,0
2143,Abhimanyu Nazareth,1973-08-15,Male,Unknown,1
2144,Imaran Char,2005-09-27,Male,Electrician,1
2145,Geetika Basu,1988-10-31,Female,Security Guard,0
2146,Nihal Naidu,1998-10-17,Male,Shopkeeper,0
2147,Hemang Rana,1989-08-31,Male,Business,0
2148,Jack Kala,1967-10-02,Male,Unknown,0
2149,Neel Ghose,1961-07-26,Male,Mason,7
2150,Nakul Arora,1987-01-12,Male,Mechanic,0
2151,Veer Kannan,1965-01-14,Male,Unemployed,0
2152,Raksha Bassi,1965-02-16,Female,Mason,0
2153,Nirja Mitra,2001-04-19,Other,Tailor,1
2154,Charan Yadav,1999-04-13,Male,Vendor,1
2155,Jeremiah Chandran,2001-05-14,Male,Business,0
2156,Rishi Deol,1983-02-22,Male,Tailor,0
2157,Nathan Subramaniam,1965-02-21,Male,Unknown,0
2158,Adya Sen,1986-07-26,Female,Business,0
2159,Zayan Arya,1976-05-17,Male,Electrician,1
2160,Diya More,1976-08-19,Female,Mechanic,0
2161,Jairaj Buch,1964-08-16,Male,Labourer,0
2162,Rachit Tara,1980-09-24,Male,Shopkeeper,1
2163,Faqid Prashad,1974-06-16,Male,Student,0
2164,Jagat Sawhney,1982-11-30,Male,Security Guard,0
2165,Liam Nadkarni,2004-05-05,Male,Cook,1
2166,Yoshita Sachdeva,2004-08-24,Female,Mason,0
2167,Advik Karnik,1983-02-02,Male,Security Guard,0
2168,Jairaj Jha,1997-03-31,Male,Mason,0
2169,Jeet Kapadia,2001-12-04,Male,Mason,1
2170,Naveen Goswami,1990-08-25,Male,Farmer,3
2171,Bachittar Swamy,1965-04-23,Male,Cook,1
2172,Atharv Dhaliwal,1974-06-11,Male,Farmer,0
2173,Chakradev Ghose,2000-11-15,Male,Painter,0
2174,Jacob Tripathi,1965-11-12,Male,Driver,0
2175,Vivaan Mukhopadhyay,1971-09-20,Male,Labourer,1
2176,Jason Samra,1972-07-21,Male,Unknown,0
2177,Max Mangal,1999-10-10,Male,Mechanic,0
2178,Harrison Magar,1993-04-16,Male,Student,9
2179,Radha Rao,1986-04-02,Female,Farmer,11
2180,Warinder Sastry,1989-04-24,Male,Student,6
2181,Garima Subramaniam,1961-11-23,Female,Unemployed,3
2182,Tanay Chacko,1980-12-23,Male,Vendor,0
2183,Gagan Kurian,1986-06-09,Male,Labourer,0
2184,Niharika Setty,1979-10-27,Female,Cook,1
2185,Wridesh Bora,1983-03-23,Male,Electrician,9
2186,Wahab Hayre,1971-01-28,Male,Cook,1
2187,Aarnav Arya,1994-08-14,Male,Cook,0
2188,Yatan Ravel,1988-11-04,Male,Unemployed,0
2189,Rachit Rajagopalan,1993-11-10,Male,Mechanic,0
2190,Balendra Rege,1963-03-11,Male,Daily Wage Worker,11
2191,Reyansh Gaba,1973-10-06,Male,Tailor,1
2192,Joshua Pall,1995-03-24,Male,Student,0
2193,Raksha Bhardwaj,2004-11-03,Female,Painter,0
2194,Simon Koshy,1977-01-14,Male,Driver,1
2195,Bakhshi Pathak,2003-06-26,Other,Mechanic,0
2196,Ethan Lal,2001-09-30,Male,Shopkeeper,1
2197,Ethan Kumar,1977-05-20,Male,Auto Driver,3
2198,Abeer Dada,1966-10-30,Male,Tailor,1
2199,Rushil Buch,1995-11-01,Male,Vendor,1
2200,Siddharth Gandhi,1989-08-05,Male,Auto Driver,0
2201,Matthew Tella,1996-10-30,Male,Auto Driver,0
2202,Mitesh Sabharwal,1966-08-05,Male,Farmer,1
2203,Orinder Dhar,1978-11-08,Male,Security Guard,7
2204,Rushil Morar,1960-12-25,Male,Business,0
2205,Xalak Agarwal,1967-02-20,Female,Student,1
2206,Sathvik Vohra,1988-11-29,Male,Tailor,1
2207,Tanveer Garde,1972-07-20,Male,Shopkeeper,0
2208,Girik Desai,1974-01-08,Male,Shopkeeper,1
2209,Gavin Thakkar,1968-01-18,Male,Vendor,0
2210,Hitesh Grewal,1974-03-22,Male,Painter,0
2211,Gavin Handa,1978-03-13,Male,Vendor,1
2212,Thomas Chopra,2003-11-09,Male,Painter,0
2213,Balveer Memon,1966-05-19,Male,Driver,1
2214,David Malhotra,1964-12-02,Male,Driver,0
2215,Alexander Keer,1993-01-25,Male,Driver,0
2216,Chandresh Andra,1964-09-13,Male,Business,1
2217,Aarini Barman,1967-02-20,Female,Labourer,1
2218,Aarush Prashad,2001-07-31,Male,Shopkeeper,0
2219,Xavier Solanki,1983-06-25,Male,Mechanic,0
2220,Om Prabhakar,2006-12-12,Male,Tailor,0
2221,Divya Khatri,1985-02-15,Other,Cook,0
2222,Ranbir Bhandari,1984-10-10,Male,Student,0
2223,Chandresh Aggarwal,1991-08-22,Male,Vendor,1
2224,Ekiya Bal,2001-07-04,Female,Painter,0
2225,Logan Kothari,1985-08-14,Male,Farmer,0
2226,Vyanjana Varma,1988-08-29,Female,Farmer,1
2227,Aarav Nagy,1961-09-05,Male,Mechanic,12
2228,Arin Nanda,2006-09-06,Male,Mechanic,0
2229,Kamala Sundaram,1987-10-12,Female,Security Guard,2
2230,Owen Sangha,1992-12-12,Male,Private Employee,0
2231,Reyansh Memon,2001-11-12,Male,Student,0
2232,Ekbal Venkatesh,1999-06-19,Male,Security Guard,0
2233,Devansh Tank,1966-06-22,Male,Security Guard,12
2234,Vivaan Ganguly,1990-12-01,Male,Security Guard,1
2235,Wridesh Zachariah,1976-12-09,Male,Student,1
2236,Hitesh Garde,2005-06-11,Male,Electrician,1
2237,Chatresh Saran,1962-07-15,Male,Vendor,0
2238,Nihal Rajagopal,1979-08-17,Male,Mechanic,6
2239,Kabir Soni,2006-03-07,Male,Mason,1
2240,Ekanta Warrior,2003-08-29,Female,Student,1
2241,Chandani Natarajan,1975-10-11,Female,Daily Wage Worker,9
2242,Onveer Purohit,1986-07-08,Male,Shopkeeper,1
2243,Jackson Kapoor,1978-03-06,Male,Mason,3
2244,Maanav Chahal,1968-02-16,Male,Shopkeeper,0
2245,Onkar Guha,1968-06-12,Male,Auto Driver,7
2246,Devansh Munshi,1986-06-02,Male,Labourer,1
2247,Nachiket Bhatia,2000-09-13,Male,Driver,0
2248,Rishi Sampath,1982-04-19,Male,Cook,1
2249,Dev Venkatesh,2005-09-18,Male,Daily Wage Worker,0
2250,Chatresh Rana,1961-03-04,Male,Painter,0
2251,Nakul Dhillon,1980-09-29,Male,Cook,0
2252,Xalak Shah,1970-07-31,Other,Unknown,0
2253,Elijah Banerjee,2001-04-20,Male,Shopkeeper,1
2254,Dayamai Thakkar,2007-05-29,Other,Shopkeeper,0
2255,Laksh Sridhar,2003-06-29,Male,Unemployed,1
2256,Yug Manne,2008-06-18,Male,Auto Driver,1
2257,Ayushman Nath,1970-12-09,Male,Cook,0
2258,Isaiah Ben,1972-09-23,Male,Daily Wage Worker,1
2259,Rohan Mistry,2005-05-29,Male,Auto Driver,0
2260,Advay Ramanathan,1983-07-05,Male,Labourer,7
2261,Warjas Pall,1987-03-07,Male,Security Guard,0
2262,Balendra Wable,1979-10-22,Male,Daily Wage Worker,1
2263,Gunbir Ramesh,1967-03-03,Male,Farmer,2
2264,Neel Bhagat,1981-03-28,Male,Shopkeeper,1
2265,Finn Devan,1990-08-14,Male,Unknown,1
2266,Madhav Dhillon,1974-10-27,Male,Daily Wage Worker,1
2267,Guneet Andra,1985-03-13,Male,Farmer,11
2268,Ethan Puri,1989-08-11,Male,Unknown,0
2269,Ayaan Char,1984-09-29,Male,Electrician,0
2270,Hemal Ben,1968-07-13,Female,Private Employee,1
2271,Radha Dixit,2003-03-19,Other,Mechanic,0
2272,Jason Bandi,1968-08-18,Male,Mechanic,1
2273,Sneha Suresh,1981-02-22,Female,Tailor,1
2274,Raghav Chakraborty,1992-02-06,Male,Farmer,0
2275,Laksh Saxena,1985-07-17,Male,Cook,0
2276,Darpan Dada,1966-03-03,Male,Daily Wage Worker,0
2277,Yash Upadhyay,1975-11-08,Male,Unknown,5
2278,Wriddhish Mahal,2007-10-03,Male,Mason,0
2279,Gautam Rajagopalan,1993-06-30,Male,Cook,1
2280,Manthan Dass,1967-04-25,Male,Daily Wage Worker,0
2281,Azad Yogi,1973-02-16,Male,Mechanic,0
2282,Aishani Ramesh,1998-05-21,Female,Cook,1
2283,Azad Venkataraman,2000-05-03,Male,Auto Driver,1
2284,Hemang Dalal,1972-11-03,Male,Student,0
2285,Aarnav Sekhon,1981-12-07,Male,Shopkeeper,1
2286,Anusha Dave,1999-09-06,Female,Daily Wage Worker,0
2287,Faris Chahal,1998-10-28,Male,Auto Driver,0
2288,Anay Chad,1969-01-12,Male,Labourer,1
2289,Qabil Garg,1989-05-02,Male,Tailor,0
2290,Jeet Mital,1963-09-09,Male,Business,0
2291,Tristan Dey,1999-10-26,Male,Labourer,0
2292,Naksh Virk,1984-07-04,Male,Daily Wage Worker,0
2293,Chandran Basu,1976-09-06,Male,Unknown,8
2294,Ijaya Dhar,1980-12-10,Female,Daily Wage Worker,0
2295,Ekani Kalita,2000-10-25,Female,Auto Driver,0
2296,Liam Dave,2002-11-23,Male,Mason,0
2297,Baljiwan Kumer,1978-04-15,Male,Painter,1
2298,Finn Ratta,1991-08-01,Male,Student,0
2299,Joshua Sandal,2007-10-23,Male,Security Guard,0
2300,Harsh Bobal,2003-05-23,Male,Labourer,0
2301,Inaya Pradhan,1998-11-26,Female,Mechanic,3
2302,Shaurya Dube,1982-01-28,Male,Electrician,1
2303,Ranveer Bal,2001-08-15,Male,Cook,2
2304,Balvan Madan,1969-01-10,Male,Mason,0
2305,Tanvi Bhatti,1982-12-17,Female,Unemployed,3
2306,Pratyush Nath,1979-02-21,Male,Labourer,0
2307,Jeevika Mahal,1961-03-21,Female,Farmer,1
2308,Saanvi Kapadia,1986-04-24,Female,Driver,1
2309,David Gill,1996-05-16,Male,Electrician,1
2310,Yash Chandran,1996-07-17,Male,Shopkeeper,1
2311,Lohit Madan,2001-11-19,Male,Farmer,2
2312,Arjun Garde,1982-03-09,Male,Business,8
2313,Gautam Pai,2006-09-03,Male,Auto Driver,8
2314,William Datta,1978-03-05,Male,Vendor,0
2315,Yashvi Dugal,2005-04-17,Female,Mason,0
2316,Ekbal Radhakrishnan,1999-03-03,Male,Farmer,1
2317,Avi Prabhakar,1977-07-01,Male,Private Employee,3
2318,Vasudha Goswami,1990-06-02,Female,Shopkeeper,1
2319,Vivaan Thakkar,1980-01-24,Male,Painter,1
2320,Tanish Verma,1976-02-11,Male,Business,0
2321,Caleb Mody,1988-03-17,Male,Security Guard,1
2322,Chandani Buch,1965-10-07,Female,Driver,0
2323,Chakradhar Gandhi,1999-09-12,Male,Shopkeeper,1
2324,Brijesh Mangal,1998-04-04,Male,Security Guard,0
2325,Abdul Samra,2006-08-14,Male,Daily Wage Worker,7
2326,Varsha Tank,1995-08-05,Other,Student,1
2327,Samaksh Atwal,2002-06-26,Male,Painter,1
2328,Aarush Sandal,2008-05-11,Male,Private Employee,12
2329,Krisha Wable,2007-02-05,Female,Mason,1
2330,Udarsh Ganguly,2006-06-13,Male,Security Guard,0
2331,Gagan Borde,1985-07-11,Male,Unknown,0
2332,Patrick Behl,1989-04-24,Male,Auto Driver,0
2333,Ladli Garde,1985-12-13,Other,Labourer,1
2334,Pallavi Krish,1997-03-26,Female,Farmer,7
2335,Maanav Mistry,1993-06-04,Male,Shopkeeper,0
2336,Libni Kala,1960-09-12,Female,Tailor,1
2337,Ikbal Mody,2004-04-20,Male,Auto Driver,4
2338,Vincent Sura,1964-06-17,Male,Shopkeeper,0
2339,Aarush Sharma,1982-11-27,Male,Painter,0
2340,Peter Chhabra,1960-11-24,Male,Driver,0
2341,Girik Ratti,1984-09-02,Male,Vendor,5
2342,Chandresh Sankar,1994-01-11,Male,Unknown,1
2343,Brijesh Wadhwa,1995-07-19,Male,Student,0
2344,Samesh Dasgupta,1993-09-18,Male,Business,1
2345,Faras Krishna,1975-12-07,Male,Labourer,0
2346,Rudra Prasad,1980-11-29,Male,Unemployed,0
2347,Tanish Gopal,1997-01-18,Male,Labourer,1
2348,Chatura Sarna,2005-03-16,Male,Electrician,1
2349,Gaurika Dey,1984-08-14,Female,Cook,0
2350,Aarnav Parmer,1974-01-19,Male,Student,0
2351,Girish Mane,1963-04-15,Male,Shopkeeper,1
2352,Rudra Sama,1983-02-01,Male,Auto Driver,0
2353,Gaurika Issac,1993-02-28,Female,Electrician,1
2354,Dhriti Sama,1993-10-29,Female,Student,7
2355,Devansh Nair,1987-10-04,Male,Mechanic,0
2356,Dominic Choudhary,1967-11-21,Male,Private Employee,6
2357,Dev Dugal,1983-12-19,Male,Farmer,11
2358,Jagat Ben,2006-09-15,Male,Business,0
2359,Tanish Anand,1990-02-07,Male,Unemployed,0
2360,Mohini Manda,1993-08-12,Female,Unknown,9
2361,Tanish Kota,2002-07-29,Male,Private Employee,6
2362,Girik Krish,1979-09-05,Male,Vendor,1
2363,Karan Kota,2005-11-21,Male,Private Employee,1
2364,Ira Som,1967-07-24,Female,Farmer,0
2365,Girindra Dixit,1976-02-27,Male,Shopkeeper,8
2366,Dominic Rattan,1963-02-27,Male,Unemployed,0
2367,Gopal Dhingra,1989-07-22,Male,Driver,0
2368,Irya Chand,1964-01-06,Female,Auto Driver,0
2369,Samar Vohra,1981-05-26,Male,Student,1
2370,Indrajit Nayar,1989-07-17,Male,Shopkeeper,1
2371,Azaan Uppal,1989-08-10,Male,Painter,12
2372,Max Choudhary,1978-11-14,Male,Mechanic,0
2373,Meera Panchal,1988-12-30,Female,Unknown,1
2374,Nathaniel Batta,1972-11-30,Male,Labourer,6
2375,Aadi Ben,2005-06-28,Male,Driver,1
2376,Hitesh Mangal,1992-09-02,Male,Business,1
2377,Chandresh Sankar,1973-02-15,Male,Vendor,4
2378,Yatan Patla,1983-04-18,Male,Electrician,1
2379,Dayita Chatterjee,2006-01-25,Female,Electrician,0
2380,Eiravati Narula,1985-01-30,Female,Unknown,1
2381,Zarna Prabhu,1976-10-04,Female,Mason,0
2382,Henry Rajagopalan,1966-06-26,Male,Cook,1
2383,Dhruv Dara,1963-05-05,Male,Painter,1
2384,Inaya Sehgal,1967-04-05,Female,Unemployed,0
2385,Onveer Mitra,1992-10-25,Male,Auto Driver,0
2386,Faraj Bassi,1969-03-31,Male,Farmer,0
2387,Shaurya Krishnan,1998-09-05,Male,Driver,1
2388,Qadim Sen,2003-05-30,Male,Vendor,1
2389,Tejas Bir,1993-05-27,Male,Student,1
2390,Zayan Bains,1971-11-28,Male,Mechanic,0
2391,Dhruv Mann,1963-08-22,Male,Security Guard,1
2392,Girish Rao,1994-03-26,Male,Electrician,4
2393,Gayathri Sarma,1995-03-16,Female,Shopkeeper,1
2394,Robert Rattan,2001-11-13,Male,Mason,7
2395,Harshil Gour,1960-10-16,Male,Security Guard,0
2396,Janani Andra,1995-06-11,Female,Painter,0
2397,Zayan Vohra,1978-02-28,Male,Driver,0
2398,Imaran Minhas,1978-10-26,Male,Electrician,0
2399,Frederick Kapur,1963-08-26,Male,Daily Wage Worker,0
2400,Madhav Baral,2004-01-27,Male,Painter,1
2401,Liam Deol,1978-12-13,Male,Vendor,1
2402,Jeet Kade,1996-12-04,Male,Student,1
2403,Aadi Palan,2003-08-08,Male,Unknown,0
2404,Nicholas Chacko,1997-12-04,Male,Mechanic,12
2405,Ekalinga Rege,2002-02-27,Male,Shopkeeper,1
2406,Nicholas Bhandari,2003-02-22,Male,Electrician,1
2407,Rachana Kanda,1979-07-31,Female,Farmer,1
